subject_num,iteration,c7_disp/cm,sa_disp/cm,time/s,accuracy/cm,parameter,cost
2,132,-6.13744396984632,2.11802396113035,6.29,0.11,2.4,2.24301274996114
2,133,-9.170373335661,2.58000284126064,6.44,0.11,2.45,3.32820733045648
2,134,-6.65843811625934,2.94269211603829,7.27,0.08,2.45,4.32971844489697
2,135,-7.89093963985582,3.02772583117896,5.87,0.24,2.45,4.58356185439418
2,136,-8.37153553684477,3.14153909160078,7.93,0.23,2.45,4.93463393202793
2,137,-10.9461137756308,3.34257115164767,7.34,0.37,2.5,5.58639095191361
2,138,-9.25574705724694,3.89184641351901,8.06,0.31,2.5,7.57323425321039
2,139,-8.5542736001691,3.83190954684393,9.4,0.18,2.5,7.34176538759681
2,140,-5.42663568084246,3.02333430327912,8.71,0.11,2.5,4.57027515469213
2,141,-7.18702181304496,4.29217541274352,7.69,0.05,2.55,9.21138488688002
2,142,-7.8098121421032,4.94894848311944,9.53,0.61,2.55,12.2460455442851
2,143,-9.41973697007409,3.73110424535731,9.32,0.53,2.55,6.96056944486166
2,144,-8.93538139597026,4.42447132644158,7.86,0.28,2.55,9.78797325925188
2,145,0.550716232554551,1.57571982019958,5.94,0.26,2.6,1.24144647588489
2,146,-8.64767813841463,3.4550447873055,9.48,0.38,2.6,5.96866724114345
2,147,-2.83180363924458,3.40403363219258,4.52,0.32,2.6,5.79372248454912
2,148,-7.70409761652633,3.90989822157987,8.1,0.3,2.6,7.64365205155673
2,149,-1.74876602331511,2.93719912200531,5.05,0.88,2.65,4.31356934115439
2,150,-1.99226945060472,2.83001481979423,5.66,0.19,2.65,4.00449194012748
2,151,-3.51086399284834,2.52828152852605,5.32,0.41,2.65,3.19610374374302
2,152,-3.16565270738809,2.42085024416281,6.67,0.34,2.65,2.93025795233157
2,153,-12.5397152720451,4.88707187723871,8.4,0.38,2.7,11.9417357666487
2,154,-11.1476764225433,4.46190902907257,8.05,0.12,2.7,9.95431609185964
2,155,-11.6928872842657,3.55793410089193,9.22,0.19,2.7,6.32944753314483
2,156,-13.7260391007907,3.2586922005416,9.93,0.04,2.7,5.30953742893532
2,157,-10.8943795520383,5.85512144408183,7.7,0.26,2.75,17.1412235624735
2,158,-11.0982410493911,6.61607785332894,7.13,0.28,2.75,21.8862430806548
2,159,-12.4612726635131,3.34903693826798,8.73,0.21,2.75,5.6080242069417
2,160,-9.01302235473531,3.83299962881917,8.03,0.35,2.75,7.34594307726396
2,161,-7.30572121785663,4.29522309174772,9.07,0.35,2.8,9.22447070394144
2,162,-5.64706644716625,2.11234400864361,4.84,0.56,2.8,2.23099860542627
2,163,1.10290012161839,4.00352735572844,5,0.81,2.8,8.01411564403297
2,164,-1.69647089852086,2.93824542405497,4.63,0.03,2.8,4.31664308598998
3,1,14.8217751256483,9.76995602966419,5.82,0.21,0.8,47.7260204107858
